query,candidate_doi,label,candidate_year,candidate_title,crossref_score,true_doi,candidate_rank,candidate_author,query_author
The Artificial Pancreas: Coming to an OR Near Jonathan P. Wanderer 2019,10.1213/ane.0000000000004162,1,2019.0,The Artificial Pancreas: Coming to an OR Near You?,48.02386,10.1213/ane.0000000000004162,1,Jonathan P. Wanderer,
The Artificial Pancreas: Coming to an OR Near Jonathan P. Wanderer 2019,10.1016/s2213-8587(15)00369-1,0,2015.0,Is the artificial pancreas coming to a home near you?,28.896694,10.1213/ane.0000000000004162,2,Laurent Legault,
The Artificial Pancreas: Coming to an OR Near Jonathan P. Wanderer 2019,10.1016/b978-0-12-815655-1.00019-3,0,2019.0,Multiple-signal artificial pancreas systems,26.524261,10.1213/ane.0000000000004162,3,Stephen D. Patek,
The Artificial Pancreas: Coming to an OR Near Jonathan P. Wanderer 2019,10.1016/c2017-0-02120-1,0,2019.0,The Artificial Pancreas,25.62838,10.1213/ane.0000000000004162,4,,
The Artificial Pancreas: Coming to an OR Near Jonathan P. Wanderer 2019,10.1016/b978-0-12-815655-1.00018-1,0,2019.0,Strategies to mitigate hypoglycaemia in the artificial pancreas,25.542038,10.1213/ane.0000000000004162,5,Jorge Bondia,
The Artificial Pancreas: Coming to an OR Near Jonathan P. Wanderer 2019,10.1016/b978-0-12-815655-1.00014-4,0,2019.0,Use of intraperitoneal insulin delivery for artificial pancreas,24.96424,10.1213/ane.0000000000004162,6,Eric Renard,
The Artificial Pancreas: Coming to an OR Near Jonathan P. Wanderer 2019,10.1093/oso/9780190908300.003.0034,0,2018.0,"We are Coming to Get You, Jonathan!",24.918573,10.1213/ane.0000000000004162,7,Abubakar Shekau,
The Artificial Pancreas: Coming to an OR Near Jonathan P. Wanderer 2019,10.1016/b978-0-12-815655-1.00003-x,0,2019.0,Copyright,24.851526,10.1213/ane.0000000000004162,8,,
The Artificial Pancreas: Coming to an OR Near Jonathan P. Wanderer 2019,10.1016/b978-0-12-815655-1.00004-1,0,2019.0,Dedication,24.827656,10.1213/ane.0000000000004162,9,,
The Artificial Pancreas: Coming to an OR Near Jonathan P. Wanderer 2019,10.1016/b978-0-12-815655-1.00020-x,0,2019.0,Artificial pancreas in pediatrics,24.58944,10.1213/ane.0000000000004162,10,Gregory P. Forlenza,
Synchronous Hepatoblastoma and Neuroblastoma in Chinese Infants Bo Shao 2023,10.1080/15513815.2023.2186696,1,2023.0,Synchronous Hepatoblastoma and Neuroblastoma in Two Chinese Infants,45.989628,10.1080/15513815.2023.2186696,1,Bo Shao,
Synchronous Hepatoblastoma and Neuroblastoma in Chinese Infants Bo Shao 2023,10.2350/14-11-1573-cr.1,0,2016.0,"Synchronous Hepatoblastoma, Neuroblastoma, and Cutaneous Capillary Hemangiomas: A Case Report",26.097708,10.1080/15513815.2023.2186696,2,Michael G. Ozawa,
Synchronous Hepatoblastoma and Neuroblastoma in Chinese Infants Bo Shao 2023,10.23919/ccc58697.2023.10241086,0,2023.0,Speed Control of Permanent Magnet Synchronous Motor Based on Improved FO[PI] Algorithm,23.69568,10.1080/15513815.2023.2186696,3,Shuai Shao,
Synchronous Hepatoblastoma and Neuroblastoma in Chinese Infants Bo Shao 2023,10.1088/1674-1056/18/4/019,0,2009.0,Controlling chaos in permanent magnet synchronous motor based on finite-time stability theory,23.374996,10.1080/15513815.2023.2186696,4,Wei Du-Qu,
Synchronous Hepatoblastoma and Neuroblastoma in Chinese Infants Bo Shao 2023,10.1088/1674-1056/18/3/047,0,2009.0,Acoustic elliptical cylindrical cloaks,23.288208,10.1080/15513815.2023.2186696,5,Ma Hua,
Synchronous Hepatoblastoma and Neuroblastoma in Chinese Infants Bo Shao 2023,10.1088/0256-307x/21/5/036,0,2004.0,Stimulated Raman Scattering in Bi-temperature Vlasov Plasma,22.801537,10.1080/15513815.2023.2186696,6,Cai Hong-Bo,
Synchronous Hepatoblastoma and Neuroblastoma in Chinese Infants Bo Shao 2023,10.1007/978-4-431-55876-7_62,0,2016.0,Hepatoblastoma,22.635698,10.1080/15513815.2023.2186696,7,Ken Hoshino,
Synchronous Hepatoblastoma and Neuroblastoma in Chinese Infants Bo Shao 2023,10.1109/icems.2005.202547,0,2005.0,Implementation of DSP-based matrix converter-permanent magnetic synchronous motor closed-loop control system,22.56702,10.1080/15513815.2023.2186696,8,Ge Hongjuan,
Synchronous Hepatoblastoma and Neuroblastoma in Chinese Infants Bo Shao 2023,10.3390/pr11051403,0,2023.0,Study on the Influence of Electron Beam Radiation Sterilization Method on Chinese Mural Pigment,22.424988,10.1080/15513815.2023.2186696,9,Min Luo,
Synchronous Hepatoblastoma and Neuroblastoma in Chinese Infants Bo Shao 2023,10.1016/0022-3468(76)90157-3,0,1976.0,Cystathioninuria in neuroblastoma and hepatoblastoma,22.373016,10.1080/15513815.2023.2186696,10,H. Suzuki,
"Presentation, politics, and The Marks/Regnerus articles Don Barrett 2012",10.1016/j.ssresearch.2012.08.010,1,2012.0,"Presentation, politics, and editing: The Marks/Regnerus articles",61.121056,10.1016/j.ssresearch.2012.08.010,1,Don Barrett,
"Presentation, politics, and The Marks/Regnerus articles Don Barrett 2012",10.1016/j.ssresearch.2012.05.002,0,2012.0,Further comments on the papers by Marks and Regnerus,29.983608,10.1016/j.ssresearch.2012.08.010,2,Cynthia Osborne,
"Presentation, politics, and The Marks/Regnerus articles Don Barrett 2012",10.3886/icpsr34392,0,2012.0,New Family Structures Study,24.313068,10.1016/j.ssresearch.2012.08.010,3,Mark Regnerus,
"Presentation, politics, and The Marks/Regnerus articles Don Barrett 2012",10.51644/9781554580804-011,0,2006.0,Field Marks:,24.289127,10.1016/j.ssresearch.2012.08.010,4,,
"Presentation, politics, and The Marks/Regnerus articles Don Barrett 2012",10.51644/9781554580804-016,0,2006.0,Field Marks (2):,24.107323,10.1016/j.ssresearch.2012.08.010,5,,
"Presentation, politics, and The Marks/Regnerus articles Don Barrett 2012",10.1007/springerreference_59650,0,,Regnerus,23.122818,10.1016/j.ssresearch.2012.08.010,6,,
"Presentation, politics, and The Marks/Regnerus articles Don Barrett 2012",10.3886/icpsr34392.v1,0,2012.0,New Family Structures Study,22.979368,10.1016/j.ssresearch.2012.08.010,7,Mark Regnerus,
"Presentation, politics, and The Marks/Regnerus articles Don Barrett 2012",10.1542/hpeds.2011-0018-2,0,2012.0,The Best Relevant Articles in Pediatric Hospital Medicine,22.565361,10.1016/j.ssresearch.2012.08.010,8,Joel S. Tieder,
"Presentation, politics, and The Marks/Regnerus articles Don Barrett 2012",10.51644/9781554580804-019,0,2006.0,Buckling,22.194227,10.1016/j.ssresearch.2012.08.010,9,,
"Presentation, politics, and The Marks/Regnerus articles Don Barrett 2012",10.51644/9781554580804-040,0,2006.0,Acknowledgements,22.194227,10.1016/j.ssresearch.2012.08.010,10,,
Anisotropy force distributions in sheared soft-particle systems Jens Boberski 2014,10.1209/0295-5075/108/44002,1,2014.0,Anisotropy of force distributions in sheared soft-particle systems,70.457634,10.1209/0295-5075/108/44002,1,Jens Boberski,
Anisotropy force distributions in sheared soft-particle systems Jens Boberski 2014,10.1103/physreve.88.064201,0,2013.0,Evolution of the force distributions in jammed packings of soft particles,35.06927,10.1209/0295-5075/108/44002,2,Jens Boberski,
Anisotropy force distributions in sheared soft-particle systems Jens Boberski 2014,10.1063/1.4811983,0,2013.0,Evolution of the contact distribution in sheared 2D granular packings,28.104101,10.1209/0295-5075/108/44002,3,Jens Boberski,
Anisotropy force distributions in sheared soft-particle systems Jens Boberski 2014,10.1007/978-3-642-39669-4_33,0,2013.0,Anisotropic Elasticity in Sheared Packings of Frictional Disks,27.718397,10.1209/0295-5075/108/44002,4,M. Reza Shaebani,
Anisotropy force distributions in sheared soft-particle systems Jens Boberski 2014,10.1016/j.powtec.2011.02.018,0,2011.0,Drag force model corrections based on nonuniform particle distributions in multi-particle systems,26.130949,10.1209/0295-5075/108/44002,5,Xi Wang,
Anisotropy force distributions in sheared soft-particle systems Jens Boberski 2014,10.1063/1.4811980,0,2013.0,"Shear strength, force distributions and friction mobilization in sheared packings composed of angular particles",26.018188,10.1209/0295-5075/108/44002,6,Emilien Azéma,
Anisotropy force distributions in sheared soft-particle systems Jens Boberski 2014,10.1142/9789812701145_0004,0,2005.0,Single-Particle Inclusive Distributions,25.914413,10.1209/0295-5075/108/44002,7,,
Anisotropy force distributions in sheared soft-particle systems Jens Boberski 2014,10.1021/acspolymersau.5c00061.s001,0,,Optofluidic Force Induction for Online Monitoring of Particle Size Distributions in Emulsion Polymerization Reactions,25.874008,10.1209/0295-5075/108/44002,8,,
Anisotropy force distributions in sheared soft-particle systems Jens Boberski 2014,10.1039/d0sm00913j,0,2022.0,Particle anisotropy tunes emergent behavior in active colloidal systems,25.709229,10.1209/0295-5075/108/44002,9,Shannon E. Moran,
Anisotropy force distributions in sheared soft-particle systems Jens Boberski 2014,10.1007/s40571-016-0138-z,0,2017.0,The effect of microscopic friction and size distributions on conditional probability distributions in soft particle packings,25.09085,10.1209/0295-5075/108/44002,10,Kuniyasu Saitoh,
Study on Development of GIS based Boundary Delimitation Support System Dong-Chul Lee 2012,10.5574/ksoe.2012.26.4.023,1,2012.0,Study on Development of GIS based Maritime Boundary Delimitation Support System,49.389442,10.5574/ksoe.2012.26.4.023,1,Dong-Chul Lee,
Study on Development of GIS based Boundary Delimitation Support System Dong-Chul Lee 2012,10.1109/vppc.2012.6422796,0,2012.0,The trend of next-generation ITS communication system development,33.181335,10.5574/ksoe.2012.26.4.023,2,Han-Gyun Jung,
Study on Development of GIS based Boundary Delimitation Support System Dong-Chul Lee 2012,10.22617/wps178944-2,0,2017.0,GIS-Based Decision Support System for Renewable Energy Development: An Indonesian Case Study,33.10581,10.5574/ksoe.2012.26.4.023,3,,
Study on Development of GIS based Boundary Delimitation Support System Dong-Chul Lee 2012,10.4491/ksee.2012.34.3.177,0,2012.0,A Study on the Development of GIS Based Mitigation Scenario Support System Using QUAL2E Model for TMDL,29.969315,10.5574/ksoe.2012.26.4.023,4,Chol-Young Lee,
Study on Development of GIS based Boundary Delimitation Support System Dong-Chul Lee 2012,10.15373/22778179/sep2013/32,0,2012.0,Planning Rural Development Programmes Using Decision Support System,29.178299,10.5574/ksoe.2012.26.4.023,5,,
Study on Development of GIS based Boundary Delimitation Support System Dong-Chul Lee 2012,10.15373/22778179/nov2013/59,0,2012.0,Decision Support System for Sustainable Development of a Watersheds Using Remote Sensing and GIS,29.111618,10.5574/ksoe.2012.26.4.023,6,,
Study on Development of GIS based Boundary Delimitation Support System Dong-Chul Lee 2012,10.1201/b18816-16,0,2015.0,Development Of A Web Gis Based Decision Support System For Agriculture Crop Monitoring System,28.993177,10.5574/ksoe.2012.26.4.023,7,,
Study on Development of GIS based Boundary Delimitation Support System Dong-Chul Lee 2012,10.1109/icce.2012.6161940,0,2012.0,Efficient logging of metadata using NVRAM for NAND flash based file system,28.922428,10.5574/ksoe.2012.26.4.023,8,Chul Lee,
Study on Development of GIS based Boundary Delimitation Support System Dong-Chul Lee 2012,10.1201/9781482268195-19,0,1999.0,Integrated Regional Development Support System (IRDSS),28.655533,10.5574/ksoe.2012.26.4.023,9,,
Study on Development of GIS based Boundary Delimitation Support System Dong-Chul Lee 2012,10.1109/cso.2009.144,0,2009.0,GIS-Based Missile Target Assignment Intelligent Decision Support System,28.453522,10.5574/ksoe.2012.26.4.023,10,Fei Yang,
Inflammatory Liposarcoma in a Patient with Non-Hodgkin Lymphoma: A Report Highlighting Diagnostic Pitfalls Cathy S. Lim 2010,10.4061/2010/505436,1,2010.0,Retroperitoneal Inflammatory Liposarcoma in a Patient with Non-Hodgkin Lymphoma: A Report Highlighting Diagnostic Pitfalls,73.44733,10.4061/2010/505436,1,Cathy S. Lim,
Inflammatory Liposarcoma in a Patient with Non-Hodgkin Lymphoma: A Report Highlighting Diagnostic Pitfalls Cathy S. Lim 2010,10.26226/morressier.56e174d1d462b8028d88a653,0,2016.0,IMMUNOLOGICAL PROFILE OF SLE IN PATIENT WITH NON HODGKIN LYMPHOMA - CASE REPORT,38.730648,10.4061/2010/505436,2,Rifat Medjedovic,
Inflammatory Liposarcoma in a Patient with Non-Hodgkin Lymphoma: A Report Highlighting Diagnostic Pitfalls Cathy S. Lim 2010,10.1007/978-3-030-79007-3_6,0,2021.0,"PET/CT: Normal Variants, Artefacts and Pitfalls in Non-Hodgkin Lymphoma",38.066338,10.4061/2010/505436,3,Ameya D. Puranik,
Inflammatory Liposarcoma in a Patient with Non-Hodgkin Lymphoma: A Report Highlighting Diagnostic Pitfalls Cathy S. Lim 2010,10.1097/01.pat.0000454073.71052.1c,0,2014.0,Hodgkin lymphoma: Diagnostic criteria and pitfalls,37.480705,10.4061/2010/505436,4,Dilip Kumar Das,
Inflammatory Liposarcoma in a Patient with Non-Hodgkin Lymphoma: A Report Highlighting Diagnostic Pitfalls Cathy S. Lim 2010,10.58489/2836-8657/003,0,2022.0,"Spontaneous Splenic Rupture in A Non-Hodgkin Lymphoma Patient, A Rare Case Report",37.356018,10.4061/2010/505436,5,Mohammad Abu-Jeyyab,
Inflammatory Liposarcoma in a Patient with Non-Hodgkin Lymphoma: A Report Highlighting Diagnostic Pitfalls Cathy S. Lim 2010,10.1002/dc.70030,0,2026.0,"High‐Grade Non‐Hodgkin Lymphoma, Diffuse Large B‐Cell Lymphoma Type Masquerading as Thyroid Malignancy and Inflammatory Breast Carcinoma: A Case Report",36.768665,10.4061/2010/505436,6,Ambili R. Nath,
Inflammatory Liposarcoma in a Patient with Non-Hodgkin Lymphoma: A Report Highlighting Diagnostic Pitfalls Cathy S. Lim 2010,10.5858/2010-0207-oa.1,0,2010.0,Nodular Lymphocyte Predominant Hodgkin Lymphoma: Diagnostic Pearls and Pitfalls,36.631313,10.4061/2010/505436,7,Lauren B. Smith,
Inflammatory Liposarcoma in a Patient with Non-Hodgkin Lymphoma: A Report Highlighting Diagnostic Pitfalls Cathy S. Lim 2010,10.1007/978-3-540-35280-8_1732,0,,Non‐Hodgkin Lymphoma,35.887383,10.4061/2010/505436,8,,
Inflammatory Liposarcoma in a Patient with Non-Hodgkin Lymphoma: A Report Highlighting Diagnostic Pitfalls Cathy S. Lim 2010,10.1016/b978-0-323-37753-9.50097-9,0,2016.0,Non-Hodgkin Lymphoma,35.458416,10.4061/2010/505436,9,,
Inflammatory Liposarcoma in a Patient with Non-Hodgkin Lymphoma: A Report Highlighting Diagnostic Pitfalls Cathy S. Lim 2010,10.1007/978-0-387-69062-9_10,0,2010.0,New Therapeutic Frontiers for Childhood Non-Hodgkin Lymphoma,34.655106,10.4061/2010/505436,10,Megan S. Lim,
Sub-Tenon Block and Laryngeal Mask for Anesthesia in a Child With Isolated Pulmonary Stenosis Squint Surgery Rakesh Garg 2009,10.1016/s1875-4597(09)60046-1,1,2009.0,Sub-Tenon Block and Laryngeal Mask for Anesthesia in a Child With Isolated Pulmonary Stenosis Undergoing Squint Surgery,93.61745,10.1016/s1875-4597(09)60046-1,1,Rakesh Garg,
Sub-Tenon Block and Laryngeal Mask for Anesthesia in a Child With Isolated Pulmonary Stenosis Squint Surgery Rakesh Garg 2009,10.26226/morressier.5aeb0ac907b0d6001a79a7a9,0,2018.0,06 / Nonintubated thoracoscopic surgery for pulmonary resections through laryngeal mask airway and inhaled anesthesia,41.626793,10.1016/s1875-4597(09)60046-1,2,Ming-Hui Hung,
Sub-Tenon Block and Laryngeal Mask for Anesthesia in a Child With Isolated Pulmonary Stenosis Squint Surgery Rakesh Garg 2009,10.1177/112067210901900211,0,2009.0,"A Comparison of Retrobulbar Block, Sub-Tenon Block, and Topical Anesthesia during Cataract Surgery",36.384468,10.1016/s1875-4597(09)60046-1,3,Jung-Hee Ryu,
Sub-Tenon Block and Laryngeal Mask for Anesthesia in a Child With Isolated Pulmonary Stenosis Squint Surgery Rakesh Garg 2009,10.1097/00115550-200709001-00322,0,2007.0,Bilateral sub-tenon block for strabismus surgery: staggered approach,36.250214,10.1016/s1875-4597(09)60046-1,4,S. Karuppudayar,
Sub-Tenon Block and Laryngeal Mask for Anesthesia in a Child With Isolated Pulmonary Stenosis Squint Surgery Rakesh Garg 2009,10.1016/j.rapm.2007.06.343,0,2007.0,355: Bilateral sub-tenon block for strabismus surgery: staggered approach,36.233585,10.1016/s1875-4597(09)60046-1,5,S KARUPPUDAYAR,
Sub-Tenon Block and Laryngeal Mask for Anesthesia in a Child With Isolated Pulmonary Stenosis Squint Surgery Rakesh Garg 2009,10.1213/ane.0b013e31819543d8,0,2009.0,Deep Neck Abscess and Mediastinitis After Laryngeal Mask Anesthesia,35.478413,10.1016/s1875-4597(09)60046-1,6,Miguel Paciuc,
Sub-Tenon Block and Laryngeal Mask for Anesthesia in a Child With Isolated Pulmonary Stenosis Squint Surgery Rakesh Garg 2009,10.1016/j.rapm.2007.06.356,0,2007.0,332: Hyaluronidase and sub-tenon block: is its routine use for cataract surgery justifiable?,35.385017,10.1016/s1875-4597(09)60046-1,7,E ALY,
Sub-Tenon Block and Laryngeal Mask for Anesthesia in a Child With Isolated Pulmonary Stenosis Squint Surgery Rakesh Garg 2009,10.1016/j.jcrs.2009.03.024,0,2009.0,Globe perforation following no-needle sub-Tenon anesthesia,34.896194,10.1016/s1875-4597(09)60046-1,8,Céline Faure,
Sub-Tenon Block and Laryngeal Mask for Anesthesia in a Child With Isolated Pulmonary Stenosis Squint Surgery Rakesh Garg 2009,10.1016/j.jclinane.2009.03.004,0,2009.0,Laryngeal Mask Airway failure,34.72494,10.1016/s1875-4597(09)60046-1,9,Moein Tavakkolizadeh,
Sub-Tenon Block and Laryngeal Mask for Anesthesia in a Child With Isolated Pulmonary Stenosis Squint Surgery Rakesh Garg 2009,10.1097/00115550-200709001-00335,0,2007.0,Hyaluronidase and sub-tenon block: is its routine use for cataract surgery justifiable?,34.595005,10.1016/s1875-4597(09)60046-1,10,E. E. Aly,
