query,source,candidate_id,label,candidate_year,candidate_title,true_id,candidate_rank,candidate_author,query_author,journal
Личный интерес свидетеля в уголовном Взаимосвязь личного интереса свидетеля и осуществляемых им функций,cyberleninka,/article/n/7-4-paradoksy-uchastiya-v-dosudebnom-ugolovnom-proizvodstve,0,2010.0,7. 4. Парадоксы участия в досудебном уголовном производстве,/article/n/lichnyy-interes-svidetelya-v-ugolovnom-sudoproizvodstve-vzaimosvyaz-lichnogo-interesa-svidetelya-i-osuschestvlyaemyh-im-funktsiy,9,Джамалов Илькин Джалил Оглы,Сапов Евгений Юрьевич,Пробелы в российском законодательстве. Юридический журнал
Личный интерес свидетеля в уголовном Взаимосвязь личного интереса свидетеля и осуществляемых им функций,cyberleninka,/article/n/institut-svidetelskogo-immuniteta-v-ugolovnom-protsesse-rossii,0,2016.0,Институт свидетельского иммунитета в уголовном процессе России,/article/n/lichnyy-interes-svidetelya-v-ugolovnom-sudoproizvodstve-vzaimosvyaz-lichnogo-interesa-svidetelya-i-osuschestvlyaemyh-im-funktsiy,10,Мельников Виктор Юрьевич,Сапов Евгений Юрьевич,Северо-Кавказский юридический вестник
Половой полиморфизм видов растений подкласса Asteridae в Сибири. Обзор,cyberleninka,/article/n/polovoy-polimorfizm-vidov-rasteniy-podklassa-asteridae-v-sibiri-obzor-literatury,1,2012.0,Половой полиморфизм видов растений подкласса Asteridae в Сибири. Обзор литературы,/article/n/polovoy-polimorfizm-vidov-rasteniy-podklassa-asteridae-v-sibiri-obzor-literatury,1,Годин Владимир Николаевич,Годин Владимир Николаевич,Вестник Томского государственного университета
Половой полиморфизм видов растений подкласса Asteridae в Сибири. Обзор,cyberleninka,/article/n/polovoy-polimorfizm-rasteniy-podklassov-magnoliidae-i-ranunculidae-v-sibiri-obzor-literatury,0,2013.0,Половой полиморфизм растений подклассов Magnoliidae и Ranunculidae в Сибири. Обзор литературы,/article/n/polovoy-polimorfizm-vidov-rasteniy-podklassa-asteridae-v-sibiri-obzor-literatury,2,Годин Владимир Николаевич,Годин Владимир Николаевич,Известия высших учебных заведений. Поволжский регион. Естественные науки
геолого-геофизических факторов на выбор трасс прокладки нефтегазопроводов на территории Сибири и Дальнего Востока,cyberleninka,/article/n/vliyanie-geologo-geofizicheskih-faktorov-na-vybor-trass-prokladki-neftegazoprovodov-na-territorii-sibiri-i-dalnego-vostoka,1,2012.0,Влияние геолого-геофизических факторов на выбор трасс прокладки нефтегазопроводов на территории Сибири и Дальнего Востока,/article/n/vliyanie-geologo-geofizicheskih-faktorov-na-vybor-trass-prokladki-neftegazoprovodov-na-territorii-sibiri-i-dalnego-vostoka,1,Попов Лев Николаевич,Попов Лев Николаевич,Вестник Томского государственного университета
Substantiation of the anti-inflammatory effect of photodynamic therapy in diseases O.N. Risovannaya 2025,crossref,10.17116/rosstomat20251801140,1,2025.0,Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases,10.17116/rosstomat20251801140,1,O.N. Risovannaya,O.N. Risovannaya,Russian Journal of  Stomatology
Substantiation of the anti-inflammatory effect of photodynamic therapy in diseases O.N. Risovannaya 2025,crossref,10.26226/morressier.5ac383262afeeb00097a42a7,0,2018.0,Photodynamic therapy in periodontics.,10.17116/rosstomat20251801140,2,Olga Risovannaya,O.N. Risovannaya,
Substantiation of the anti-inflammatory effect of photodynamic therapy in diseases O.N. Risovannaya 2025,crossref,10.1016/j.pdpdt.2025.104597,0,2025.0,Anti-inflammatory photodynamic activity of tetraphenyl-substituted porphyrin in J774.2 macrophage cells,10.17116/rosstomat20251801140,3,Harika Topal Önal,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy
Substantiation of the anti-inflammatory effect of photodynamic therapy in diseases O.N. Risovannaya 2025,crossref,10.37988/1811-153x_2019_1_28,0,2019.0,Clinical substantiation of complex application of antioxidants and laser therapy in treatment of periodontal diseases,10.17116/rosstomat20251801140,4,Y.V. Maskurova,O.N. Risovannaya,Клиническая стоматология
Substantiation of the anti-inflammatory effect of photodynamic therapy in diseases O.N. Risovannaya 2025,crossref,10.1016/j.pdpdt.2025.105112,0,2025.0,Enhanced Efficacy and Safety of Intra-Tissue Optical Fiber-Guided 5-Aminolevulinic Acid Photodynamic Therapy for Inflammatory Skin Diseases: Preclinical and Clinical Evidence,10.17116/rosstomat20251801140,5,Wei Liu,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy
Substantiation of the anti-inflammatory effect of photodynamic therapy in diseases O.N. Risovannaya 2025,crossref,10.1016/j.pdpdt.2025.105071,0,2025.0,THE EFFECT AND MECHANISM OF PHOTODYNAMIC THERAPY IN ENHANCING ANTI-TUMOR IMMUNE RESPONSE IN GASTRIC CANCER,10.17116/rosstomat20251801140,6,YANG YU,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy
Substantiation of the anti-inflammatory effect of photodynamic therapy in diseases O.N. Risovannaya 2025,crossref,10.1016/s1572-1000(12)70049-2,0,2012.0,48 Anti-inflammatory and bactericidal action of LED medolight device at treatment of dental diseases,10.17116/rosstomat20251801140,7,S.A. Gulyar,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy
